person_id,gender,year_of_birth,person_of_color,education_level,city_of_residence,scholarship_recipient,previous_job_experience,pre_training_wage,training_start_date,training_status,training_end_date,training_type,exit_status,classroom_or_online,job_placement_date,hiring_job_title,hiring_company,starting_wage,second_job_placement_date,second_job_title,second_job_company,second_starting_wage
T-889,Unreported,1976,no,Bachelors,Plymouth,no,Employee,13.91,07/08/2016,Graduated,20/11/2016,IT Fundamentals,Enrolled in Additional Training,Online,21/09/2017,Project Manager,Apple,28.71,,,,
Y-890,Other,1956,unreported,Graduate and Beyond,Roseville,yes,Supervisor,15.06,03/09/2015,Withdrew,16/03/2016,UX,Incarcerated,Classroom,14/11/2016,Web Developer,Apple,27.18,,,,
C-891,Female,1979,no,Bachelors,Brooklyn Center,yes,Support,12.06,05/03/2017,Graduated,16/05/2017,UX,Entered Military,Online,26/05/2018,Temp Developer,Bind Benefits,27.49,,,,
J-892,Female,1996,no,Some College,Robbinsdale,no,Representative,12.19,16/06/2016,Withdrew,01/09/2016,IT Fundamentals,Incarcerated,Classroom,06/04/2017,IT Support,Code 42,26.64,,,,
Y-893,Female,1970,unreported,Bachelors,Minneapolis,no,Support,11.60,27/01/2015,Removed,21/04/2015,IT Fundamentals,Enrolled in Additional Training,Classroom,14/07/2015,Junior Developer,Google,24.60,,,,
S-894,Other,1959,yes,Some College,Eden Prairie,yes,Support,9.25,08/02/2016,Graduated,05/06/2016,QA,Entered Employment,Classroom,22/05/2017,Project Manager,Apple,25.31,,,,
C-895,Other,1957,no,Some College,Edina,yes,,15.66,18/06/2017,Withdrew,22/01/2018,UX,Institutionalized,Classroom,10/02/2018,Developer,Loup Ventures,30.71,,,,
M-896,Other,1970,yes,Graduate and Beyond,Brooklyn Center,no,,15.87,28/08/2016,Removed,20/05/2017,QA,Incarcerated,Online,27/10/2017,Developer,Code 42,29.34,,,,
T-897,Other,1984,yes,HS/GED,Minneapolis,yes,Supervisor,14.17,09/03/2016,Removed,16/11/2016,QA,Enrolled in Additional Training,Classroom,15/10/2017,Temp Developer,Bite Squad,25.29,,,,
S-898,Female,1997,yes,Some College,St. Paul,no,Representative,14.70,02/08/2016,Graduated,20/02/2017,QA,Entered Military,Online,18/06/2017,IT Support,Aftercode,25.34,,,,
M-899,Unreported,1952,unreported,Bachelors,Edina,yes,Supervisor,13.27,04/07/2016,Withdrew,26/09/2016,UX,Health/Medical,Classroom,23/12/2016,Junior Engineer,Bind Benefits,28.77,18/02/2017,Project Manager,Bright Health,25.51
S-900,Female,1963,unreported,Graduate and Beyond,Roseville,yes,Manager,15.00,22/11/2015,Withdrew,24/07/2016,IT Fundamentals,Health/Medical,Classroom,22/05/2017,Temp Developer,Code 42,24.58,,,,
M-901,Female,1990,unreported,Bachelors,St. Paul,yes,Supervisor,9.39,23/02/2017,Withdrew,20/07/2017,IT Fundamentals,Entered Employment,Classroom,14/04/2018,Developer,Great North Labs,29.73,,,,
C-902,Other,1977,no,HS/GED,Minneapolis,yes,Supervisor,12.85,18/06/2016,Graduated,08/01/2017,QA,Health/Medical,Classroom,19/02/2017,Project Manager,Merrill Corporation,26.11,,,,
J-903,Female,1981,yes,Associates,St. Paul,yes,Team Member,9.04,25/05/2015,Withdrew,19/12/2015,QA,Health/Medical,Online,09/09/2016,Project Manager,Bind Benefits,31.47,,,,
Y-904,Female,1978,yes,HS/GED,Edina,no,Manager,12.54,01/08/2017,Removed,07/12/2017,IT Fundamentals,Entered Military,Online,06/03/2018,Designer,Microsoft,27.65,,,,
T-905,Female,1951,unreported,Some College,Plymouth,yes,,12.59,14/01/2015,Removed,10/07/2015,QA,Institutionalized,Online,12/02/2016,Junior Designer,Branch Messenger,29.91,,,,
P-906,Male,1991,no,HS/GED,Brooklyn Center,yes,Manager,10.54,01/06/2017,Withdrew,14/12/2017,QA,Incarcerated,Classroom,13/08/2018,Temp Designer,Aftercode,26.13,,,,
J-907,Other,1978,yes,HS/GED,Plymouth,no,Manager,11.59,09/05/2017,Withdrew,22/11/2017,IT Fundamentals,Entered Military,Classroom,16/12/2017,Junior Engineer,Nerdery,30.69,22/03/2018,Junior Designer,Bind Benefits,31.72
M-908,Other,1978,yes,Bachelors,St. Paul,no,Associate,12.30,12/02/2017,Graduated,07/08/2017,IT Fundamentals,Entered Military,Classroom,16/05/2018,Web Developer,Branch Messenger,26.45,,,,
C-909,Unreported,2001,yes,HS/GED,Roseville,yes,Supervisor,11.64,19/04/2015,Withdrew,07/06/2015,QA,Entered Employment,Online,23/06/2016,Designer,Branch Messenger,27.37,,,,
T-910,Female,1978,yes,Associates,St. Paul,yes,Contractor,12.96,29/08/2015,Withdrew,09/03/2016,UX,Incarcerated,Classroom,22/02/2017,Junior Designer,Code 42,25.29,09/08/2017,Temp Developer,Loup Ventures,30.82
T-911,Other,1961,yes,Some College,Brooklyn Center,yes,Temp,13.40,23/04/2017,Graduated,16/08/2017,UX,Health/Medical,Classroom,26/09/2017,IT Support,Foodsby,25.00,,,,
M-912,Unreported,1975,yes,HS/GED,Robbinsdale,yes,Cashier,15.23,01/10/2015,Graduated,16/04/2016,QA,Entered Employment,Online,05/07/2016,IT Support,Bite Squad,30.53,,,,
J-913,Other,1972,no,Some College,Eden Prairie,yes,Support,15.64,15/01/2017,Removed,14/05/2017,QA,Incarcerated,Online,04/05/2018,Junior Designer,Branch Messenger,25.64,,,,
J-914,Other,1988,yes,Associates,Robbinsdale,no,Employee,11.08,10/03/2017,Withdrew,10/06/2017,QA,Entered Military,Classroom,11/12/2017,Web Developer,Foodsby,26.56,,,,
P-915,Male,1977,unreported,Associates,Robbinsdale,no,,9.44,09/09/2016,Graduated,03/12/2016,UX,Entered Military,Classroom,05/04/2017,Project Manager,Microsoft,29.76,15/11/2017,Junior Designer,Code 42,24.56
J-916,Male,1991,no,Bachelors,Edina,no,Contractor,10.19,10/11/2017,Removed,08/04/2018,UX,Incarcerated,Online,14/04/2019,Temp Designer,Osborn 370,27.52,03/06/2019,Web Developer,Upsie,31.81
M-917,Female,1979,unreported,Bachelors,Eden Prairie,yes,Employee,14.19,20/11/2016,Graduated,19/02/2017,IT Fundamentals,Enrolled in Additional Training,Online,22/10/2017,Temp Developer,Branch Messenger,25.16,26/10/2018,Junior Developer,Loup Ventures,25.22
M-918,Male,2001,no,Some College,Robbinsdale,no,Supervisor,9.34,18/05/2015,Withdrew,18/09/2015,QA,Incarcerated,Classroom,04/01/2016,Temp Designer,Bite Squad,28.32,,,,
S-919,Male,1961,unreported,Bachelors,Eden Prairie,yes,,10.30,19/02/2016,Graduated,04/08/2016,QA,Incarcerated,Online,24/01/2017,Developer,Microsoft,28.50,,,,
C-920,Male,1999,yes,Associates,Edina,no,Supervisor,9.09,08/09/2015,Withdrew,01/05/2016,QA,Entered Employment,Online,16/01/2017,Programmer,Branch Messenger,27.81,28/09/2017,Project Manager,Osborn 370,27.83
M-921,Female,1980,no,Bachelors,Edina,yes,Contractor,9.11,27/09/2015,Withdrew,04/02/2016,IT Fundamentals,Entered Employment,Online,15/09/2016,Temp Designer,Nerdery,27.22,25/08/2017,Junior Designer,Google,24.29
M-922,Other,1967,unreported,Associates,Edina,yes,,15.01,19/12/2017,Graduated,08/04/2018,UX,Entered Employment,Classroom,06/10/2018,Web Developer,Apple,30.51,,,,
J-923,Unreported,1960,yes,Bachelors,Minneapolis,yes,Temp,9.71,15/08/2016,Graduated,23/01/2017,IT Fundamentals,Health/Medical,Classroom,13/09/2017,Temp Designer,Great North Labs,28.30,,,,
Y-924,Male,1980,yes,Associates,Eden Prairie,no,Temp,9.01,13/03/2017,Graduated,03/06/2017,UX,Entered Military,Online,15/11/2017,Programmer,Nerdery,28.25,,,,
S-925,Other,1955,unreported,Bachelors,Brooklyn Center,no,Representative,15.39,08/11/2017,Removed,18/06/2018,IT Fundamentals,Enrolled in Additional Training,Online,05/08/2018,Temp Developer,Aftercode,29.72,16/12/2018,IT Support,Great North Labs,26.98
S-926,Female,1977,unreported,HS/GED,Robbinsdale,no,Representative,10.35,16/09/2016,Withdrew,07/04/2017,UX,Incarcerated,Classroom,28/06/2017,Junior Designer,Foodsby,30.19,,,,
C-927,Female,1992,no,Associates,Roseville,yes,Manager,15.87,27/07/2016,Removed,20/09/2016,UX,Entered Employment,Classroom,16/08/2017,Developer,Great North Labs,24.24,,,,
S-928,Other,1995,unreported,Some College,Edina,no,Contractor,15.61,01/09/2017,Removed,11/02/2018,UX,Institutionalized,Classroom,,,,,,,,
S-929,Other,1970,unreported,Graduate and Beyond,Roseville,no,Manager,14.26,02/04/2017,Withdrew,26/12/2017,UX,Health/Medical,Classroom,03/02/2018,Junior Developer,Osborn 370,26.72,,,,
Y-930,Female,1985,yes,Bachelors,Eden Prairie,yes,Associate,11.77,05/03/2015,Withdrew,01/11/2015,QA,Incarcerated,Classroom,18/03/2016,Junior Engineer,Branch Messenger,28.24,12/12/2016,Temp Developer,Merrill Corporation,31.66
Y-931,Unreported,1965,yes,Some College,Minneapolis,yes,,9.78,15/06/2017,Withdrew,15/02/2018,QA,Incarcerated,Classroom,19/12/2018,Designer,Apple,25.13,,,,
T-932,Female,1968,yes,Bachelors,Edina,no,Employee,11.30,31/07/2015,Withdrew,23/02/2016,UX,Entered Employment,Online,17/06/2016,Web Developer,Merrill Corporation,29.39,,,,
Y-933,Female,1999,no,HS/GED,Minneapolis,no,Manager,11.90,14/06/2017,Removed,12/09/2017,QA,Incarcerated,Classroom,13/05/2018,Junior Designer,Foodsby,26.90,09/10/2018,IT Support,Code 42,31.86
Y-934,Male,1965,no,HS/GED,Brooklyn Center,yes,Team Member,11.39,19/04/2016,Graduated,22/01/2017,IT Fundamentals,Incarcerated,Online,19/09/2017,Temp Designer,Foodsby,28.32,,,,
C-935,Female,1980,unreported,Some College,Brooklyn Center,no,Supervisor,14.87,15/08/2017,Graduated,26/10/2017,QA,Health/Medical,Classroom,15/05/2018,IT Support,Google,31.03,,,,
J-936,Other,1965,yes,Bachelors,Roseville,yes,Representative,10.25,29/09/2015,Withdrew,26/04/2016,UX,Institutionalized,Online,14/06/2016,Programmer,Osborn 370,25.07,,,,
C-937,Female,1975,yes,Some College,St. Paul,yes,Temp,10.10,11/08/2017,Withdrew,09/05/2018,QA,Entered Employment,Online,14/02/2019,Junior Designer,Branch Messenger,28.83,,,,
T-938,Female,1964,yes,Graduate and Beyond,Robbinsdale,no,Manager,11.80,17/05/2017,Withdrew,27/02/2018,IT Fundamentals,Entered Military,Online,18/12/2018,Designer,Upsie,29.83,,,,
J-939,Other,1978,no,HS/GED,Eden Prairie,no,Temp,10.11,17/08/2017,Graduated,20/04/2018,IT Fundamentals,Enrolled in Additional Training,Classroom,09/08/2018,Project Manager,Microsoft,28.52,04/10/2018,Programmer,Nerdery,28.46
T-940,Male,1977,no,HS/GED,Plymouth,yes,Associate,10.40,24/02/2015,Removed,06/09/2015,UX,Health/Medical,Online,09/11/2015,Junior Developer,Bite Squad,30.96,20/02/2016,Web Developer,Loup Ventures,24.28
M-941,Female,1980,unreported,HS/GED,St. Paul,no,Contractor,13.58,08/04/2015,Graduated,06/01/2016,QA,Incarcerated,Classroom,09/08/2016,Temp Developer,Bind Benefits,25.22,,,,
J-942,Female,1950,unreported,Associates,Brooklyn Center,no,Manager,14.40,12/06/2017,Withdrew,13/01/2018,QA,Entered Military,Classroom,,,,,,,,
P-943,Unreported,1959,yes,Associates,Eden Prairie,no,Support,13.94,25/11/2016,Removed,08/05/2017,UX,Entered Employment,Classroom,02/07/2017,Junior Designer,Loup Ventures,26.04,,,,
J-944,Male,1982,yes,Graduate and Beyond,St. Paul,no,,14.14,15/01/2017,Withdrew,12/03/2017,IT Fundamentals,Entered Military,Online,21/02/2018,Project Manager,Code 42,29.78,02/04/2018,Junior Engineer,Code 42,31.72
J-945,Female,1995,yes,Associates,Minneapolis,yes,Representative,12.68,13/04/2017,Graduated,12/11/2017,QA,Institutionalized,Classroom,,,,,,,,
C-946,Unreported,1999,unreported,Graduate and Beyond,Minneapolis,yes,Associate,11.60,13/08/2015,Graduated,23/04/2016,UX,Health/Medical,Classroom,19/03/2017,Junior Engineer,Foodsby,25.48,,,,
M-947,Unreported,1954,unreported,HS/GED,Eden Prairie,no,Representative,15.66,03/08/2017,Graduated,07/01/2018,QA,Health/Medical,Online,02/12/2018,Temp Designer,Google,25.73,,,,
Y-948,Male,1951,no,HS/GED,Roseville,yes,Supervisor,15.73,17/02/2017,Withdrew,10/05/2017,UX,Incarcerated,Classroom,07/08/2017,Junior Developer,Microsoft,31.49,,,,
T-949,Male,1972,yes,Associates,Robbinsdale,no,Team Member,15.18,23/01/2017,Removed,27/08/2017,QA,Entered Employment,Classroom,17/08/2018,Programmer,Apple,31.70,,,,
J-950,Unreported,1980,yes,HS/GED,Robbinsdale,yes,Cashier,11.80,17/05/2017,Withdrew,23/09/2017,UX,Entered Employment,Online,01/10/2017,Temp Developer,Upsie,28.95,,,,
J-951,Male,1962,yes,HS/GED,Roseville,no,Associate,9.32,19/06/2015,Withdrew,16/09/2015,UX,Enrolled in Additional Training,Online,08/03/2016,IT Support,Bind Benefits,30.59,,,,
P-952,Unreported,1989,yes,Graduate and Beyond,Plymouth,yes,Support,12.24,08/10/2017,Withdrew,05/06/2018,QA,Enrolled in Additional Training,Classroom,09/01/2019,Junior Engineer,Apple,24.93,01/02/2019,Junior Designer,Google,25.61
T-953,Unreported,1972,yes,Bachelors,Edina,yes,Employee,11.53,19/02/2016,Removed,16/09/2016,IT Fundamentals,Health/Medical,Classroom,22/10/2016,Project Manager,Bright Health,30.96,,,,
J-954,Male,1960,unreported,Associates,Minneapolis,no,Manager,13.73,30/11/2016,Graduated,05/06/2017,UX,Entered Military,Classroom,06/09/2017,Designer,Osborn 370,29.49,,,,
T-955,Male,1967,unreported,Associates,Roseville,no,Manager,11.82,30/06/2017,Removed,19/02/2018,UX,Entered Military,Classroom,28/01/2019,Programmer,Branch Messenger,25.22,,,,
Y-956,Male,1953,no,Associates,Edina,yes,,12.00,01/07/2015,Graduated,08/09/2015,IT Fundamentals,Enrolled in Additional Training,Classroom,01/03/2016,Project Manager,Code 42,25.53,,,,
C-957,Male,1976,no,Associates,Eden Prairie,no,Team Member,13.54,05/06/2015,Withdrew,23/09/2015,QA,Incarcerated,Classroom,23/10/2015,Junior Developer,Merrill Corporation,27.17,,,,
T-958,Other,1994,unreported,HS/GED,Roseville,no,Support,10.49,13/03/2015,Graduated,26/09/2015,IT Fundamentals,Institutionalized,Classroom,26/03/2016,Junior Designer,Code 42,24.36,12/08/2016,Junior Designer,Nerdery,29.33
J-959,Male,1960,unreported,HS/GED,Plymouth,no,Support,15.12,28/03/2017,Removed,14/09/2017,IT Fundamentals,Entered Military,Classroom,16/11/2017,Temp Developer,Branch Messenger,29.84,,,,
P-960,Female,1965,unreported,Associates,Plymouth,no,Cashier,10.20,07/04/2015,Removed,04/06/2015,UX,Institutionalized,Classroom,22/05/2016,Temp Developer,Branch Messenger,30.19,,,,
C-961,Male,1963,no,Associates,Roseville,yes,Manager,15.72,03/04/2016,Graduated,24/01/2017,QA,Health/Medical,Classroom,17/07/2017,IT Support,Microsoft,26.08,02/08/2017,IT Support,Aftercode,31.26
T-962,Other,1960,yes,Graduate and Beyond,Plymouth,yes,Manager,14.25,02/07/2015,Graduated,17/03/2016,IT Fundamentals,Entered Employment,Online,22/02/2017,Temp Developer,Foodsby,29.12,,,,
T-963,Unreported,1975,unreported,HS/GED,Robbinsdale,yes,,15.37,24/04/2017,Graduated,28/01/2018,UX,Incarcerated,Online,,,,,,,,
S-964,Female,1994,yes,Graduate and Beyond,St. Paul,yes,,11.50,26/04/2015,Removed,02/06/2015,IT Fundamentals,Incarcerated,Online,12/09/2015,Junior Engineer,Aftercode,26.03,,,,
S-965,Male,1965,no,Bachelors,St. Paul,yes,Supervisor,11.60,16/03/2017,Withdrew,07/09/2017,QA,Institutionalized,Online,09/08/2018,Junior Developer,Bite Squad,27.31,27/08/2019,IT Support,Bright Health,24.03
S-966,Female,1994,yes,Bachelors,Brooklyn Center,no,Support,12.50,06/05/2016,Withdrew,22/10/2016,UX,Health/Medical,Online,05/06/2017,Developer,Microsoft,26.45,27/04/2018,Programmer,Aftercode,30.81
C-967,Female,1983,yes,Graduate and Beyond,Plymouth,no,Representative,12.13,17/01/2015,Graduated,03/07/2015,QA,Entered Military,Online,27/06/2016,Web Developer,Bright Health,28.41,12/10/2016,Web Developer,Merrill Corporation,29.13
S-968,Male,1989,no,Graduate and Beyond,Brooklyn Center,no,Associate,14.05,18/06/2016,Withdrew,13/10/2016,UX,Incarcerated,Classroom,22/08/2017,Junior Developer,Foodsby,28.33,,,,
Y-969,Other,1987,no,Associates,St. Paul,no,Cashier,13.86,14/03/2017,Withdrew,11/08/2017,UX,Incarcerated,Classroom,15/10/2017,Junior Designer,Great North Labs,28.33,09/02/2018,Developer,Branch Messenger,30.95
J-970,Male,1993,unreported,Bachelors,Edina,yes,Manager,11.37,27/09/2017,Removed,11/04/2018,IT Fundamentals,Enrolled in Additional Training,Classroom,09/08/2018,Junior Engineer,Branch Messenger,25.08,,,,
M-971,Unreported,1992,yes,Bachelors,Edina,yes,Manager,12.31,24/05/2016,Withdrew,01/08/2016,UX,Incarcerated,Online,22/04/2017,Project Manager,Nerdery,27.06,,,,
S-972,Other,1955,unreported,Graduate and Beyond,St. Paul,yes,Cashier,10.89,05/09/2016,Graduated,19/05/2017,IT Fundamentals,Incarcerated,Online,11/03/2018,Junior Designer,Great North Labs,30.23,,,,
S-973,Male,2000,unreported,Associates,Roseville,no,Temp,12.87,26/07/2017,Withdrew,27/01/2018,QA,Entered Employment,Online,18/11/2018,Programmer,Code 42,24.07,,,,
C-974,Unreported,1968,unreported,Associates,St. Paul,no,Support,11.14,20/02/2017,Removed,13/04/2017,UX,Entered Military,Online,15/04/2018,Designer,Aftercode,31.02,,,,
J-975,Unreported,1963,no,Some College,Roseville,no,Supervisor,12.32,05/03/2015,Withdrew,28/05/2015,UX,Incarcerated,Online,11/05/2016,Temp Developer,Bind Benefits,31.40,,,,
J-976,Male,1966,no,Graduate and Beyond,Eden Prairie,no,Cashier,14.63,05/01/2015,Removed,24/05/2015,IT Fundamentals,Entered Military,Classroom,19/02/2016,Designer,Bright Health,24.70,,,,
Y-977,Unreported,1972,no,HS/GED,Plymouth,no,Contractor,15.21,18/10/2015,Removed,12/07/2016,UX,Incarcerated,Classroom,03/09/2016,Junior Designer,Osborn 370,27.04,,,,
M-978,Unreported,1952,no,Associates,Edina,yes,Manager,15.10,17/02/2016,Removed,15/10/2016,IT Fundamentals,Institutionalized,Classroom,08/11/2016,Developer,Nerdery,25.98,,,,
C-979,Female,1966,yes,Some College,Edina,yes,Contractor,13.37,17/04/2015,Graduated,10/11/2015,UX,Entered Military,Online,22/10/2016,Designer,Branch Messenger,28.09,,,,
S-980,Other,1957,yes,HS/GED,St. Paul,no,Associate,11.39,16/01/2017,Removed,28/09/2017,UX,Enrolled in Additional Training,Classroom,20/02/2018,Programmer,Merrill Corporation,25.38,,,,
Y-981,Unreported,1957,unreported,Associates,Minneapolis,no,Team Member,12.84,30/12/2016,Removed,16/04/2017,QA,Entered Military,Classroom,23/02/2018,Junior Developer,Branch Messenger,25.45,,,,
S-982,Female,1959,unreported,Graduate and Beyond,Edina,no,Contractor,10.12,30/06/2016,Graduated,11/11/2016,IT Fundamentals,Entered Employment,Classroom,01/01/2017,IT Support,Code 42,25.04,,,,
J-983,Male,1982,no,Bachelors,Plymouth,yes,Associate,11.95,13/11/2016,Removed,28/07/2017,QA,Entered Military,Online,16/03/2018,Temp Designer,Microsoft,26.65,,,,
Y-984,Male,1984,unreported,HS/GED,Minneapolis,yes,Associate,11.23,16/04/2016,Removed,07/10/2016,QA,Institutionalized,Online,09/02/2017,Programmer,Branch Messenger,28.45,,,,
M-985,Female,1978,no,Associates,Edina,no,Representative,9.22,15/07/2016,Withdrew,05/04/2017,UX,Institutionalized,Online,17/05/2017,IT Support,Apple,28.32,,,,
C-986,Unreported,1978,no,HS/GED,Edina,no,Cashier,11.51,20/04/2015,Graduated,01/06/2015,QA,Entered Employment,Classroom,24/02/2016,Junior Engineer,Aftercode,31.11,,,,
S-987,Other,1989,unreported,Graduate and Beyond,Brooklyn Center,no,Team Member,10.53,14/05/2016,Removed,20/11/2016,UX,Entered Military,Online,26/04/2017,Web Developer,Code 42,31.78,06/04/2018,IT Support,Bright Health,31.67
J-988,Other,1966,no,Associates,Minneapolis,yes,Contractor,10.99,17/05/2015,Graduated,04/07/2015,QA,Institutionalized,Online,08/08/2015,Programmer,Google,29.48,11/09/2015,Web Developer,Microsoft,24.07
S-989,Other,1963,unreported,Some College,Robbinsdale,yes,Team Member,15.79,20/07/2016,Withdrew,08/10/2016,QA,Entered Employment,Online,08/05/2017,Web Developer,Aftercode,26.21,16/08/2017,Junior Designer,Foodsby,29.01
Y-990,Male,1980,yes,HS/GED,Plymouth,yes,Employee,11.88,15/10/2016,Removed,20/06/2017,QA,Incarcerated,Online,04/01/2018,Temp Designer,Osborn 370,26.93,,,,
P-991,Unreported,2000,unreported,HS/GED,Edina,yes,Supervisor,10.54,03/06/2015,Removed,05/03/2016,IT Fundamentals,Entered Military,Classroom,06/09/2016,Programmer,Upsie,27.76,,,,
P-992,Female,1983,yes,Some College,Roseville,no,Temp,11.12,17/10/2016,Withdrew,05/03/2017,IT Fundamentals,Entered Employment,Online,02/10/2017,Temp Developer,Merrill Corporation,27.39,,,,
C-993,Female,1953,unreported,Some College,Plymouth,yes,Temp,13.63,20/11/2017,Graduated,10/04/2018,UX,Entered Military,Classroom,17/12/2018,Developer,Microsoft,24.59,,,,
J-994,Unreported,1978,no,Graduate and Beyond,Minneapolis,no,Representative,11.86,20/04/2017,Withdrew,28/07/2017,IT Fundamentals,Health/Medical,Classroom,07/11/2017,Temp Designer,Bite Squad,29.80,,,,
M-995,Unreported,1986,yes,HS/GED,Eden Prairie,no,Contractor,13.34,20/11/2015,Withdrew,24/07/2016,IT Fundamentals,Incarcerated,Classroom,21/08/2016,Programmer,Great North Labs,31.42,,,,
S-996,Other,1997,no,Bachelors,Robbinsdale,no,Contractor,11.27,23/06/2017,Withdrew,04/10/2017,UX,Institutionalized,Online,,,,,,,,
Y-997,Unreported,1980,no,Some College,Eden Prairie,yes,Manager,9.83,02/04/2017,Withdrew,17/08/2017,IT Fundamentals,Entered Employment,Classroom,17/07/2018,Temp Developer,Nerdery,27.81,,,,
Y-998,Other,1982,unreported,HS/GED,Eden Prairie,no,Team Member,11.68,09/08/2017,Removed,21/11/2017,IT Fundamentals,Enrolled in Additional Training,Online,12/07/2018,Junior Developer,Loup Ventures,24.25,,,,
Y-999,Unreported,1965,no,HS/GED,Plymouth,yes,Manager,15.33,02/07/2015,Graduated,28/12/2015,UX,Institutionalized,Online,06/04/2016,Junior Engineer,Osborn 370,28.66,,,,
J-1000,Other,1984,no,Bachelors,St. Paul,no,Temp,11.26,30/12/2017,In Training,,IT Fundamentals,,Online,,,,,,,,
